date,temperature,rainfall,humidity,wind_speed,pressure,visibility,weather_condition,severity,travel_disruption,road_condition,traffic_density
2023-03-17,27.0,0.7,76.7,3.9,1003.5,6.3,rain,mild,none,wet,42
2023-03-18,24.1,0.0,44.5,7.8,1019.2,13.4,sunny,mild,none,dry,33
2023-03-19,23.8,0.0,69.9,1.5,1004.5,17.7,sunny,mild,none,dry,34
2023-03-20,24.8,0.0,37.6,2.4,1009.8,8.4,sunny,mild,none,dry,49
2023-03-21,28.5,0.0,37.3,2.1,999.6,5.8,cloudy,mild,none,dry,48
2023-03-22,22.4,2.3,90.2,2.6,1010.1,7.3,rain,mild,none,wet,53
2023-03-23,26.3,4.1,90.0,3.6,1012.2,6.0,rain,mild,none,wet,61
2023-03-24,22.0,0.5,80.3,6.5,1018.8,7.7,rain,mild,none,wet,52
2023-03-25,20.7,0.0,52.1,3.6,1001.2,8.4,fog,mild,none,slippery,35
2023-03-26,27.8,0.0,47.0,6.3,1009.8,16.5,sunny,mild,none,dry,23
2023-03-27,27.0,0.0,36.9,4.3,1001.9,11.7,sunny,mild,none,dry,53
2023-03-28,25.7,4.9,75.3,15.7,989.2,10.0,storm,moderate,none,flooded,50
2023-03-29,25.5,1.3,78.7,3.5,1016.7,6.7,rain,mild,none,wet,46
2023-03-30,26.5,0.0,38.6,5.7,1010.9,8.3,sunny,mild,none,dry,52
2023-03-31,25.4,0.0,33.0,1.7,1009.8,15.3,cloudy,mild,none,dry,49
2023-04-01,26.9,0.0,53.6,2.8,1014.9,7.8,fog,mild,none,slippery,29
2023-04-02,24.3,0.0,59.3,7.2,1012.8,13.2,cloudy,mild,none,dry,37
2023-04-03,26.3,0.0,52.7,2.2,1011.0,6.8,fog,mild,none,slippery,49
2023-04-04,28.1,0.0,63.2,3.1,1010.5,8.6,sunny,mild,none,dry,40
2023-04-05,28.7,0.0,42.6,1.3,1005.5,14.3,sunny,mild,none,dry,53
2023-04-06,25.5,0.0,31.0,2.6,1010.4,13.2,fog,mild,none,slippery,47
2023-04-07,31.8,0.0,69.4,7.2,1008.2,8.7,sunny,mild,none,dry,55
2023-04-08,29.3,1.0,70.5,1.0,1004.7,9.4,rain,mild,none,wet,28
2023-04-09,25.6,4.9,88.4,4.0,1008.9,11.0,rain,mild,none,wet,30
2023-04-10,29.7,3.7,99.1,1.2,1006.9,12.4,rain,mild,none,wet,54
2023-04-11,23.1,0.0,39.0,2.5,1021.8,12.8,sunny,mild,none,dry,39
2023-04-12,25.6,3.2,72.6,4.5,1001.3,4.6,rain,mild,none,wet,45
2023-04-13,23.1,0.0,49.8,6.9,1011.1,17.6,cloudy,mild,none,dry,47
2023-04-14,23.0,0.0,65.1,2.8,1013.0,13.3,cloudy,mild,none,dry,59
2023-04-15,27.8,0.0,60.1,4.9,1015.8,9.5,sunny,mild,none,dry,34
2023-04-16,25.0,0.0,50.3,6.7,1011.0,10.1,cloudy,mild,none,dry,26
2023-04-17,23.5,0.0,51.7,6.0,1011.1,9.7,cloudy,mild,none,dry,63
2023-04-18,25.2,0.0,32.7,5.4,1015.4,6.9,sunny,mild,none,dry,52
2023-04-19,22.6,0.0,31.0,6.0,1011.9,14.7,cloudy,mild,none,dry,49
2023-04-20,24.0,0.0,48.1,3.7,1012.2,8.5,cloudy,mild,none,dry,44
2023-04-21,20.3,0.0,36.0,8.7,1014.4,12.0,sunny,mild,none,dry,53
2023-04-22,23.8,4.7,70.9,2.4,1009.0,3.9,rain,mild,none,wet,37
2023-04-23,28.3,0.0,64.7,2.3,1013.5,12.2,cloudy,mild,none,dry,34
2023-04-24,24.5,4.1,73.5,12.2,991.9,5.7,storm,mild,none,flooded,48
2023-04-25,24.1,0.0,61.9,2.8,1006.6,8.7,sunny,mild,none,dry,37
2023-04-26,18.0,0.0,41.7,4.8,1013.9,11.3,cloudy,mild,none,dry,39
2023-04-27,23.5,0.0,58.1,4.9,1004.2,9.3,sunny,mild,none,dry,50
2023-04-28,23.5,0.0,33.1,0.9,1005.0,9.2,sunny,mild,none,dry,54
2023-04-29,24.1,1.3,98.1,0.9,1010.3,7.4,rain,mild,none,wet,33
2023-04-30,21.5,0.0,33.2,6.5,1015.4,10.3,cloudy,mild,none,dry,29
2023-05-01,25.9,0.0,33.3,5.7,1004.8,8.4,cloudy,mild,none,dry,53
2023-05-02,20.1,0.0,69.0,11.8,1013.8,6.6,cloudy,mild,none,dry,37
2023-05-03,24.5,3.4,80.4,3.7,1013.2,3.6,rain,mild,none,wet,55
2023-05-04,28.7,0.0,46.9,7.6,1013.3,5.3,fog,mild,none,slippery,43
2023-05-05,20.7,0.0,66.4,5.6,1012.0,8.3,fog,mild,none,slippery,50
2023-05-06,20.4,0.0,50.6,3.8,1015.7,4.8,sunny,mild,none,dry,26
2023-05-07,20.8,0.0,48.2,9.4,1011.7,10.2,sunny,mild,none,dry,36
2023-05-08,18.2,1.2,92.1,1.0,1012.6,8.4,rain,mild,none,wet,58
2023-05-09,28.2,0.0,38.2,7.1,1008.4,8.3,sunny,mild,none,dry,51
2023-05-10,24.0,2.3,71.2,4.2,1010.7,10.2,rain,mild,none,wet,59
2023-05-11,27.9,0.0,31.2,1.9,1009.3,13.3,sunny,mild,none,dry,39
2023-05-12,18.3,0.0,37.1,7.1,1014.4,11.5,fog,mild,none,slippery,54
2023-05-13,21.9,0.0,67.2,0.9,1015.3,13.3,sunny,mild,none,dry,33
2023-05-14,24.7,0.0,56.3,1.7,1009.7,11.0,cloudy,mild,none,dry,35
2023-05-15,20.2,0.0,56.7,3.1,1014.8,11.8,cloudy,mild,none,dry,49
2023-05-16,22.9,0.8,83.5,3.5,1001.8,7.7,rain,mild,none,wet,44
2023-05-17,16.6,0.0,54.8,5.3,998.8,8.0,cloudy,mild,none,dry,50
2023-05-18,16.2,0.5,88.2,4.4,1013.4,11.5,rain,mild,none,wet,61
2023-05-19,17.9,0.0,40.3,4.1,1008.6,7.0,cloudy,mild,none,dry,51
2023-05-20,16.7,0.0,40.9,5.6,1005.1,9.3,sunny,mild,none,dry,33
2023-05-21,18.0,0.0,40.3,4.6,1011.6,9.9,cloudy,mild,none,dry,31
2023-05-22,21.3,0.0,54.1,8.7,1010.2,10.1,sunny,mild,none,dry,43
2023-05-23,15.7,0.0,41.0,6.2,1006.5,9.1,cloudy,mild,none,dry,39
2023-05-24,23.0,0.0,36.7,4.7,1013.2,11.2,sunny,mild,none,dry,39
2023-05-25,21.9,0.0,45.6,2.6,1021.1,9.7,fog,mild,none,slippery,41
2023-05-26,26.6,0.0,58.7,3.7,1012.8,14.9,sunny,mild,none,dry,38
2023-05-27,16.9,0.0,44.2,2.5,1004.9,10.1,sunny,mild,none,dry,35
2023-05-28,16.1,0.0,56.0,7.3,1000.0,11.1,sunny,mild,none,dry,33
2023-05-29,16.1,0.0,68.3,4.5,1009.7,11.6,sunny,mild,none,dry,51
2023-05-30,15.2,0.0,43.9,5.9,1015.5,11.8,fog,mild,none,slippery,44
2023-05-31,18.0,4.3,88.7,4.3,1011.0,6.9,rain,mild,none,wet,41
2023-06-01,14.3,0.0,33.5,3.3,1005.6,10.3,sunny,mild,none,dry,48
2023-06-02,19.4,0.0,66.8,4.3,1011.3,10.0,cloudy,mild,none,dry,40
2023-06-03,18.8,0.0,33.2,3.0,1013.0,6.4,cloudy,mild,none,dry,32
2023-06-04,15.8,2.5,75.2,6.0,1014.1,1.2,rain,mild,none,wet,23
2023-06-05,16.8,3.6,85.2,9.2,990.3,5.4,storm,mild,none,flooded,53
2023-06-06,15.9,0.0,36.1,5.1,1006.6,9.8,fog,mild,none,slippery,41
2023-06-07,17.0,0.0,50.4,1.3,1006.9,5.4,cloudy,mild,none,dry,50
2023-06-08,18.6,0.7,94.8,3.7,1008.9,12.3,rain,mild,none,wet,50
2023-06-09,18.0,2.7,77.2,0.6,1004.4,8.6,rain,mild,none,wet,40
2023-06-10,17.2,0.0,33.9,6.8,1004.0,9.9,sunny,mild,none,dry,34
2023-06-11,12.6,0.0,65.7,6.2,998.6,13.4,sunny,mild,none,dry,26
2023-06-12,11.6,9.4,89.1,7.5,1007.0,3.4,rain,moderate,none,wet,41
2023-06-13,15.2,0.0,31.7,5.3,1011.2,8.6,sunny,mild,none,dry,37
2023-06-14,12.0,0.0,44.0,3.0,1016.5,12.0,sunny,mild,none,dry,42
2023-06-15,17.7,0.0,40.6,6.0,1013.0,13.9,sunny,mild,none,dry,43
2023-06-16,15.9,0.0,31.7,4.3,1016.1,14.4,cloudy,mild,none,dry,57
2023-06-17,19.1,1.0,98.3,4.9,1000.2,8.1,rain,mild,none,wet,25
2023-06-18,12.5,0.0,62.6,2.9,1009.2,10.8,cloudy,mild,none,dry,29
2023-06-19,15.2,0.0,51.8,2.2,1015.9,11.2,cloudy,mild,none,dry,43
2023-06-20,11.0,0.0,51.7,5.7,1011.2,17.8,sunny,mild,none,dry,51
2023-06-21,16.6,0.0,48.5,2.1,1013.4,9.4,cloudy,mild,none,dry,43
2023-06-22,9.9,0.0,37.5,4.9,1016.0,8.2,sunny,mild,none,dry,47
2023-06-23,9.7,0.2,87.8,7.4,1002.9,4.6,rain,mild,none,wet,54
2023-06-24,15.4,0.0,53.5,1.6,1007.1,16.6,sunny,mild,none,dry,31
2023-06-25,10.8,0.0,57.1,4.8,1006.9,12.5,cloudy,mild,none,dry,30
2023-06-26,13.5,4.8,83.2,4.3,1007.8,4.9,rain,mild,none,wet,49
2023-06-27,11.7,3.8,93.6,5.0,1008.9,5.2,rain,mild,none,wet,58
2023-06-28,7.1,0.0,43.4,3.4,1011.7,8.4,sunny,mild,none,dry,46
2023-06-29,13.0,3.6,74.0,4.1,1007.3,8.8,rain,mild,none,wet,50
2023-06-30,9.3,0.0,36.4,6.0,1005.0,10.9,cloudy,mild,none,dry,37
2023-07-01,11.2,2.1,92.8,2.8,1017.5,8.1,rain,mild,none,wet,19
2023-07-02,2.6,4.6,70.7,22.8,991.2,7.9,storm,moderate,none,flooded,41
2023-07-03,12.3,0.0,40.3,10.0,1005.4,6.7,sunny,mild,none,dry,49
2023-07-04,11.1,0.0,34.6,3.3,1007.9,8.4,sunny,mild,none,dry,58
2023-07-05,8.2,0.0,51.7,5.5,1010.8,9.8,sunny,mild,none,dry,58
2023-07-06,6.4,0.0,56.0,3.6,1006.4,10.2,sunny,mild,none,dry,57
2023-07-07,6.6,1.2,92.7,3.2,1002.8,9.7,rain,mild,none,wet,59
2023-07-08,11.0,0.0,49.9,4.4,1009.6,10.9,cloudy,mild,none,dry,28
2023-07-09,5.8,0.0,50.9,2.4,1014.6,8.0,sunny,mild,none,dry,32
2023-07-10,8.0,0.0,57.8,2.1,1014.3,8.1,cloudy,mild,none,dry,61
2023-07-11,10.6,0.0,38.1,1.9,1005.2,11.3,sunny,mild,none,dry,52
2023-07-12,7.4,0.0,46.7,9.2,1017.1,6.8,cloudy,mild,none,dry,48
2023-07-13,8.3,7.8,91.9,1.4,1011.1,7.1,rain,moderate,delay,wet,51
2023-07-14,5.9,0.0,62.9,4.0,999.4,8.2,sunny,mild,none,dry,58
2023-07-15,4.8,1.8,92.5,3.9,1016.1,13.7,rain,mild,none,wet,27
2023-07-16,6.4,0.0,57.0,1.8,1010.7,13.6,sunny,mild,none,dry,24
2023-07-17,2.7,4.6,79.2,4.2,1003.3,10.8,rain,mild,none,wet,56
2023-07-18,1.8,0.0,66.3,2.7,1013.4,15.7,sunny,mild,none,dry,49
2023-07-19,-1.0,0.0,34.4,9.7,1014.2,8.4,cloudy,mild,none,dry,62
2023-07-20,5.0,0.0,66.4,2.9,1013.7,11.8,sunny,mild,none,dry,46
2023-07-21,6.1,1.4,77.3,1.6,1009.9,8.4,rain,mild,none,wet,46
2023-07-22,7.7,7.5,72.4,2.3,1013.7,4.3,rain,moderate,none,wet,37
2023-07-23,1.8,3.0,90.1,7.8,1013.3,16.6,rain,mild,none,wet,29
2023-07-24,5.9,0.0,47.7,7.5,1016.9,14.8,sunny,mild,none,dry,54
2023-07-25,8.0,0.0,45.4,1.7,1020.9,9.5,fog,mild,none,slippery,52
2023-07-26,2.0,0.0,44.5,2.7,1011.0,8.2,sunny,mild,none,dry,46
2023-07-27,3.5,1.1,70.2,0.4,1006.7,8.5,rain,mild,none,wet,57
2023-07-28,1.1,0.0,67.3,2.9,1006.1,9.4,cloudy,mild,none,dry,40
2023-07-29,3.1,0.0,69.7,5.5,1015.4,8.8,sunny,mild,none,dry,29
2023-07-30,1.0,0.0,54.3,5.6,1014.6,8.4,fog,mild,none,slippery,36
2023-07-31,3.1,0.0,34.6,5.4,1006.9,7.5,sunny,mild,none,dry,40
2023-08-01,-4.1,0.0,33.2,1.4,1012.6,9.5,cloudy,mild,none,dry,54
2023-08-02,2.9,0.0,59.0,7.2,1013.8,10.2,sunny,mild,none,dry,46
2023-08-03,-0.2,0.0,34.9,1.1,1000.2,12.2,cloudy,mild,none,dry,53
2023-08-04,7.3,0.0,42.3,2.8,1006.3,9.2,cloudy,mild,none,dry,57
2023-08-05,5.9,0.0,42.8,3.8,1000.8,13.5,cloudy,mild,none,dry,33
2023-08-06,0.6,0.0,65.6,2.0,1003.9,7.1,sunny,mild,none,dry,32
2023-08-07,-0.1,0.0,46.4,1.4,1015.6,6.4,cloudy,mild,none,dry,47
2023-08-08,6.6,0.0,49.4,1.9,1007.7,10.0,fog,mild,none,slippery,48
2023-08-09,-0.7,2.0,73.5,7.6,1018.0,8.7,rain,mild,none,wet,60
2023-08-10,1.3,0.0,41.5,10.2,1009.5,11.3,sunny,mild,none,dry,47
2023-08-11,5.1,3.0,79.1,3.8,1006.1,6.6,rain,mild,none,wet,35
2023-08-12,-5.8,4.2,83.3,1.9,1009.0,14.9,rain,mild,none,wet,38
2023-08-13,-3.7,0.0,31.6,3.5,1012.5,17.9,sunny,mild,none,dry,34
2023-08-14,-4.7,0.0,61.6,1.9,1011.3,9.0,sunny,mild,none,dry,41
2023-08-15,3.0,0.0,45.0,4.7,1009.7,7.3,cloudy,mild,none,dry,48
2023-08-16,-2.5,0.0,64.6,4.6,1009.7,10.9,cloudy,mild,none,dry,56
2023-08-17,-1.4,0.0,47.6,6.9,1009.2,11.8,cloudy,mild,none,dry,63
2023-08-18,-9.8,0.0,58.9,5.4,1006.1,11.2,sunny,mild,none,dry,47
2023-08-19,-2.7,4.6,95.0,5.8,1006.8,9.0,rain,mild,none,wet,34
2023-08-20,0.5,0.0,33.5,4.9,1012.2,7.5,sunny,mild,none,dry,28
2023-08-21,-1.5,0.0,62.3,1.7,1010.2,11.8,sunny,mild,none,dry,37
2023-08-22,-2.2,0.0,46.1,1.4,1010.4,7.0,sunny,mild,none,dry,48
2023-08-23,-4.1,0.0,39.0,4.0,1010.4,10.1,cloudy,mild,none,dry,47
2023-08-24,-11.0,2.9,72.2,5.0,1004.5,10.9,rain,mild,none,wet,55
2023-08-25,1.1,0.0,61.0,2.0,1023.8,9.9,sunny,mild,none,dry,41
2023-08-26,-7.6,1.5,71.9,5.5,1010.1,11.7,rain,mild,none,wet,27
2023-08-27,-5.0,0.0,63.7,2.8,1015.1,8.0,cloudy,mild,none,dry,29
2023-08-28,-2.7,0.0,55.3,3.5,1019.9,11.6,cloudy,mild,none,dry,66
2023-08-29,-5.1,3.9,98.7,3.3,1016.0,1.0,rain,mild,none,wet,49
2023-08-30,-2.8,0.0,32.1,3.4,1007.7,14.4,cloudy,mild,none,dry,58
2023-08-31,0.2,0.0,57.1,2.5,1009.6,5.3,sunny,mild,none,dry,53
2023-09-01,-0.6,0.0,45.8,5.1,1005.5,11.9,cloudy,mild,none,dry,45
2023-09-02,-8.4,2.7,81.4,0.6,1008.9,5.6,rain,mild,none,wet,30
2023-09-03,-3.6,0.0,68.5,3.9,1010.1,16.1,sunny,mild,none,dry,23
2023-09-04,-2.8,0.0,34.8,6.4,1014.9,7.8,sunny,mild,none,dry,47
2023-09-05,-3.1,2.6,97.0,0.8,1013.4,10.7,rain,mild,none,wet,49
2023-09-06,-4.0,0.0,49.0,5.9,1001.8,10.1,fog,mild,none,slippery,37
2023-09-07,-3.1,3.2,74.4,4.6,1005.0,9.9,rain,mild,none,wet,48
2023-09-08,-0.4,2.1,91.2,7.4,1012.3,5.7,rain,mild,none,wet,67
2023-09-09,-4.4,1.6,83.8,6.4,1011.1,2.6,rain,mild,none,wet,17
2023-09-10,0.5,0.0,32.0,2.4,1012.2,11.1,sunny,mild,none,dry,44
2023-09-11,-4.0,0.0,47.5,2.7,1011.7,7.9,cloudy,mild,none,dry,56
2023-09-12,-3.8,0.0,39.9,5.6,1017.0,13.5,sunny,mild,none,dry,51
2023-09-13,-2.4,0.0,55.4,2.5,1009.0,7.9,cloudy,mild,none,dry,55
2023-09-14,-7.6,0.0,49.2,0.9,1006.0,11.0,sunny,mild,none,dry,48
2023-09-15,-8.5,0.0,66.7,5.9,1002.0,10.3,sunny,mild,none,dry,56
2023-09-16,-2.8,0.0,56.3,3.3,1006.4,8.2,fog,mild,none,slippery,22
2023-09-17,-5.8,4.1,83.1,14.0,992.7,15.9,storm,mild,none,flooded,34
2023-09-18,-5.2,0.0,49.1,6.2,1014.6,5.6,sunny,mild,none,dry,43
2023-09-19,-4.7,0.0,32.8,2.4,997.0,10.6,cloudy,mild,none,dry,58
2023-09-20,-2.7,0.0,65.0,2.0,1016.0,4.7,sunny,mild,none,dry,31
2023-09-21,-3.8,0.0,46.7,0.0,1006.6,10.1,fog,mild,none,slippery,44
2023-09-22,-2.8,0.0,63.9,5.8,1004.3,4.8,sunny,mild,none,dry,55
2023-09-23,-6.9,6.5,86.3,1.4,1001.4,4.2,rain,moderate,delay,wet,17
2023-09-24,-3.3,0.0,58.6,3.0,1008.1,10.8,sunny,mild,none,dry,30
2023-09-25,-3.3,0.0,48.5,5.6,1014.4,10.7,cloudy,mild,none,dry,59
2023-09-26,-3.5,0.0,43.8,2.3,1012.2,12.3,cloudy,mild,none,dry,51
2023-09-27,-8.2,0.0,59.4,6.2,1008.1,9.1,cloudy,mild,none,dry,44
2023-09-28,-5.2,0.0,68.7,4.4,1010.0,8.0,cloudy,mild,none,dry,59
2023-09-29,-11.5,0.0,64.6,1.9,1015.5,8.6,sunny,mild,none,dry,59
2023-09-30,-7.6,0.0,55.0,2.7,1016.1,10.8,fog,mild,none,slippery,18
2023-10-01,-1.3,0.6,82.1,5.7,1007.3,4.6,rain,mild,none,wet,33
2023-10-02,-4.5,3.6,76.0,5.0,1017.6,6.7,rain,mild,none,wet,39
2023-10-03,-9.0,2.7,82.1,1.7,1014.5,11.8,rain,mild,none,wet,48
2023-10-04,-7.5,0.0,40.7,4.1,1006.7,12.8,fog,mild,none,slippery,52
2023-10-05,-8.8,1.6,89.5,4.9,1008.6,12.8,rain,mild,none,wet,52
2023-10-06,-1.9,2.1,90.4,5.5,1011.4,8.3,rain,mild,none,wet,52
2023-10-07,-5.0,0.0,46.0,8.9,1008.1,11.3,cloudy,mild,none,dry,50
2023-10-08,-4.2,1.9,77.8,3.8,1018.4,7.6,rain,mild,none,wet,32
2023-10-09,-3.8,3.8,76.4,2.7,1005.4,5.6,rain,mild,none,wet,36
2023-10-10,0.0,0.0,68.1,1.5,1015.0,11.2,cloudy,mild,none,dry,63
2023-10-11,-3.4,4.6,81.1,1.3,1014.4,8.2,rain,mild,none,wet,51
2023-10-12,-2.4,0.0,56.7,7.5,1008.8,14.4,cloudy,mild,none,dry,44
2023-10-13,1.3,0.0,32.6,8.3,1006.2,8.4,sunny,mild,none,dry,50
2023-10-14,-2.0,0.0,34.2,8.1,1007.5,14.3,cloudy,mild,none,dry,26
2023-10-15,-2.9,1.0,90.6,19.5,988.3,7.7,storm,moderate,none,flooded,26
2023-10-16,-8.5,0.0,61.6,6.6,1003.4,11.6,fog,mild,none,slippery,46
2023-10-17,-5.2,0.0,65.1,8.4,1008.9,7.4,sunny,mild,none,dry,50
2023-10-18,-1.6,0.0,59.9,7.0,1012.4,16.2,sunny,mild,none,dry,54
2023-10-19,-7.7,0.0,34.7,2.6,1014.9,12.8,sunny,mild,none,dry,42
2023-10-20,-5.0,3.4,76.7,1.7,1022.1,9.6,rain,mild,none,wet,44
2023-10-21,-6.3,0.0,54.7,9.0,1006.5,3.7,sunny,mild,none,dry,31
2023-10-22,0.2,0.0,50.0,2.2,1015.1,9.3,cloudy,mild,none,dry,30
2023-10-23,-4.9,0.0,57.7,2.0,1006.1,8.6,cloudy,mild,none,dry,43
2023-10-24,-7.7,0.0,61.7,0.7,1009.8,7.7,sunny,mild,none,dry,53
2023-10-25,-2.9,7.7,95.3,19.7,979.6,5.6,storm,moderate,delay,flooded,49
2023-10-26,-3.9,0.0,45.5,1.4,1015.1,9.2,sunny,mild,none,dry,71
2023-10-27,-0.7,0.0,45.0,1.4,1008.5,14.0,fog,mild,none,slippery,51
