date,temperature,rainfall,humidity,wind_speed,pressure,visibility,weather_condition,severity,travel_disruption,road_condition,traffic_density
2023-01-25,16.5,0.0,38.6,8.5,1006.3,10.6,sunny,mild,none,dry,51
2023-01-26,16.5,0.0,61.8,4.4,1012.2,8.7,sunny,mild,none,dry,54
2023-01-27,11.7,4.2,78.4,7.3,1001.9,14.3,rain,moderate,delay,wet,44
2023-01-28,20.1,0.0,34.6,0.8,1012.2,12.3,sunny,mild,none,dry,30
2023-01-29,22.1,0.8,81.2,1.5,1010.3,16.6,rain,mild,none,wet,33
2023-01-30,17.6,2.4,81.6,6.5,1006.9,15.1,rain,mild,none,wet,64
2023-01-31,16.2,0.0,63.8,4.3,1011.0,8.1,cloudy,mild,none,dry,60
2023-02-01,16.8,0.0,37.1,4.0,1013.7,11.8,fog,mild,none,slippery,47
2023-02-02,17.4,7.1,73.1,8.3,1010.1,9.3,rain,moderate,delay,wet,46
2023-02-03,19.3,3.0,89.0,18.5,981.0,7.2,storm,moderate,none,flooded,54
2023-02-04,16.4,0.0,47.7,6.3,1010.0,9.1,sunny,mild,none,dry,34
2023-02-05,21.1,2.3,72.4,22.1,991.0,4.5,storm,moderate,delay,flooded,34
2023-02-06,14.7,9.3,70.3,5.8,1006.6,5.2,rain,moderate,none,wet,40
2023-02-07,20.6,0.0,41.4,4.8,1010.4,9.0,fog,mild,none,slippery,72
2023-02-08,20.7,0.0,69.7,6.1,1010.5,7.7,fog,mild,none,slippery,53
2023-02-09,23.1,0.0,31.8,10.6,1019.1,9.7,cloudy,mild,none,dry,43
2023-02-10,22.7,0.4,74.9,7.5,1011.8,5.8,rain,mild,delay,wet,59
2023-02-11,25.4,4.2,95.3,13.1,1004.5,7.6,rain,moderate,delay,wet,26
2023-02-12,23.8,0.0,70.0,9.1,1010.0,10.1,cloudy,mild,delay,dry,37
2023-02-13,16.2,0.0,54.7,7.4,1012.7,7.5,cloudy,mild,none,dry,56
2023-02-14,19.6,0.0,52.4,6.3,1008.8,12.9,sunny,mild,none,dry,56
2023-02-15,19.4,0.0,44.0,0.8,1008.3,4.8,sunny,mild,delay,dry,47
2023-02-16,25.2,0.0,54.9,5.0,1001.5,9.8,sunny,mild,delay,dry,50
2023-02-17,20.7,0.0,35.1,2.6,1009.6,6.7,sunny,mild,none,dry,49
2023-02-18,22.7,1.6,83.8,2.5,1007.2,7.5,rain,mild,none,wet,33
2023-02-19,17.8,0.0,33.3,7.0,1009.4,9.3,cloudy,mild,none,dry,24
2023-02-20,17.0,8.3,71.1,8.2,1014.3,2.9,rain,moderate,delay,wet,50
2023-02-21,16.9,3.9,70.6,4.8,1004.7,6.1,rain,mild,none,wet,52
2023-02-22,19.2,0.0,53.5,6.1,1010.0,8.7,sunny,mild,none,dry,47
2023-02-23,26.8,0.0,69.5,4.6,1003.0,11.7,sunny,mild,none,dry,44
2023-02-24,22.3,1.6,73.4,14.1,1012.0,8.9,rain,moderate,delay,wet,57
2023-02-25,22.6,5.7,93.1,4.0,1007.2,4.2,rain,moderate,delay,wet,30
2023-02-26,24.4,0.6,86.0,5.7,1009.3,8.5,rain,mild,none,wet,27
2023-02-27,24.2,8.6,80.5,5.1,1010.8,6.0,rain,moderate,none,wet,51
2023-02-28,21.3,2.3,90.0,9.1,999.0,9.9,rain,mild,none,wet,48
2023-03-01,20.9,0.0,59.9,4.2,998.8,5.3,cloudy,mild,none,dry,51
2023-03-02,23.1,0.0,67.6,2.5,1002.6,13.4,sunny,mild,none,dry,52
2023-03-03,21.7,0.0,39.9,4.3,1012.0,14.5,cloudy,mild,none,dry,57
2023-03-04,24.5,0.0,45.9,2.6,1007.8,11.1,sunny,mild,none,dry,34
2023-03-05,18.5,0.0,37.3,4.6,1011.4,10.5,sunny,mild,none,dry,42
2023-03-06,26.0,0.0,54.5,5.9,1010.5,12.2,cloudy,mild,delay,dry,54
2023-03-07,19.6,0.0,67.4,8.1,1019.4,9.7,sunny,mild,delay,dry,58
2023-03-08,26.1,0.0,50.8,10.0,1001.5,14.6,sunny,mild,none,dry,57
2023-03-09,26.3,3.5,92.1,4.6,1002.5,7.5,rain,mild,none,wet,41
2023-03-10,26.3,0.0,53.2,4.7,1009.2,6.9,fog,mild,none,slippery,48
2023-03-11,25.6,0.0,53.8,5.8,1010.1,9.9,sunny,mild,none,dry,25
2023-03-12,22.0,3.6,85.7,5.4,999.6,4.5,rain,mild,none,wet,23
2023-03-13,23.7,0.0,55.8,3.9,1012.6,8.9,sunny,mild,none,dry,53
2023-03-14,24.1,3.6,77.1,7.2,1009.3,7.5,rain,mild,none,wet,48
2023-03-15,23.2,0.6,80.3,9.1,1018.8,7.6,rain,mild,none,wet,45
2023-03-16,20.2,0.0,47.4,6.3,1011.1,9.7,cloudy,mild,none,dry,59
2023-03-17,23.5,0.0,40.7,1.1,1016.7,16.5,sunny,mild,none,dry,50
2023-03-18,26.6,0.6,94.9,20.5,992.8,10.4,storm,moderate,delay,flooded,33
2023-03-19,27.6,0.0,45.3,5.2,1006.9,10.1,sunny,mild,none,dry,21
2023-03-20,21.9,0.9,87.0,4.2,1020.4,8.6,rain,mild,delay,wet,55
2023-03-21,23.0,3.7,80.0,6.7,1008.2,8.9,rain,mild,none,wet,55
2023-03-22,20.1,0.0,62.0,9.2,1008.0,6.7,cloudy,mild,none,dry,39
2023-03-23,27.6,1.0,92.0,10.1,1008.9,11.2,rain,mild,none,wet,58
2023-03-24,28.1,0.0,69.5,3.5,1012.1,10.6,sunny,mild,none,dry,62
2023-03-25,26.2,0.0,67.8,13.2,1008.9,13.4,cloudy,moderate,none,dry,36
2023-03-26,24.7,0.0,34.8,3.6,1011.1,8.6,sunny,mild,none,dry,19
2023-03-27,23.0,0.0,65.4,6.9,1015.2,6.0,sunny,mild,none,dry,51
2023-03-28,26.7,0.0,44.0,17.4,1007.4,14.2,sunny,moderate,delay,dry,56
2023-03-29,22.4,0.0,44.2,2.4,1014.0,7.0,sunny,mild,none,dry,48
2023-03-30,21.8,0.0,68.0,3.5,1014.9,9.4,fog,mild,none,slippery,52
2023-03-31,28.5,0.0,39.2,5.9,1018.1,8.4,sunny,mild,none,dry,47
2023-04-01,23.2,0.0,67.1,10.3,1017.1,8.3,cloudy,mild,none,dry,36
2023-04-02,29.6,10.5,78.0,10.1,1012.7,8.0,rain,moderate,delay,wet,21
2023-04-03,24.9,10.4,90.5,3.5,992.6,2.2,rain,moderate,delay,wet,58
2023-04-04,20.1,0.0,61.9,10.2,1012.3,12.8,cloudy,mild,none,dry,58
2023-04-05,26.2,0.0,60.1,6.9,1009.2,10.4,sunny,mild,none,dry,42
2023-04-06,24.3,0.0,54.7,4.1,1010.0,10.1,sunny,mild,none,dry,51
2023-04-07,25.2,4.9,98.0,7.0,1010.2,6.2,rain,moderate,none,wet,54
2023-04-08,25.5,0.0,54.8,4.6,1007.2,11.1,cloudy,mild,none,dry,30
2023-04-09,19.8,0.0,47.0,16.9,1008.0,6.3,cloudy,moderate,delay,dry,25
2023-04-10,24.3,0.0,40.9,7.2,1013.3,9.7,sunny,mild,none,dry,48
2023-04-11,27.5,0.0,38.5,3.6,1009.0,10.2,sunny,mild,none,dry,49
2023-04-12,24.1,5.5,88.8,8.4,1013.6,7.8,rain,moderate,delay,wet,50
2023-04-13,26.8,0.9,87.5,1.8,1008.4,12.1,rain,mild,none,wet,49
2023-04-14,22.7,14.7,95.8,7.6,1007.5,1.0,rain,moderate,none,wet,50
2023-04-15,24.4,0.0,30.4,6.3,1011.0,3.9,sunny,mild,none,dry,14
2023-04-16,29.9,5.3,75.0,9.5,991.4,5.0,storm,moderate,delay,flooded,18
2023-04-17,25.6,0.0,43.6,8.9,1013.4,10.3,cloudy,mild,none,dry,53
2023-04-18,27.2,0.0,32.4,2.0,1006.7,8.5,cloudy,mild,none,dry,43
2023-04-19,33.2,0.0,39.1,7.9,1009.5,6.6,cloudy,mild,none,dry,49
2023-04-20,25.9,0.0,47.0,8.2,1003.9,5.6,fog,mild,none,slippery,59
2023-04-21,23.8,0.0,66.0,10.1,1018.9,5.1,cloudy,mild,delay,dry,43
2023-04-22,22.3,0.0,35.3,8.0,1012.5,10.8,sunny,mild,none,dry,47
2023-04-23,19.0,0.0,47.8,10.0,1009.7,3.3,cloudy,mild,none,dry,26
2023-04-24,24.6,0.7,85.6,3.0,1008.6,12.6,rain,mild,none,wet,44
2023-04-25,22.3,0.0,36.7,3.0,1008.4,16.2,cloudy,mild,none,dry,52
2023-04-26,23.4,3.2,71.2,33.2,989.3,5.3,storm,severe,cancellation,flooded,46
2023-04-27,26.3,4.3,84.7,17.0,985.6,9.1,storm,moderate,none,flooded,46
2023-04-28,21.6,11.1,90.8,3.1,1009.8,10.5,rain,moderate,delay,wet,59
2023-04-29,26.6,7.4,81.8,7.3,1006.1,7.2,rain,moderate,delay,wet,37
2023-04-30,24.9,0.0,43.1,5.0,1011.8,13.1,cloudy,mild,none,dry,29
2023-05-01,24.8,1.0,83.5,4.9,1001.8,7.6,rain,mild,none,wet,37
2023-05-02,19.0,0.0,48.5,6.9,1014.9,9.0,cloudy,mild,none,dry,47
2023-05-03,29.8,0.0,62.5,8.4,1013.6,9.2,fog,mild,none,slippery,64
2023-05-04,23.9,1.6,86.2,8.9,1005.1,12.0,rain,mild,none,wet,45
2023-05-05,17.8,1.4,73.2,7.8,1012.8,4.5,rain,mild,delay,wet,50
2023-05-06,23.7,0.0,55.3,1.5,1010.6,11.6,cloudy,mild,none,dry,25
2023-05-07,25.7,0.0,44.1,10.6,1008.5,12.2,sunny,mild,none,dry,29
2023-05-08,20.0,13.0,95.9,8.1,1003.8,2.9,rain,moderate,none,wet,53
2023-05-09,21.6,0.0,45.6,3.6,1009.6,17.7,fog,mild,none,slippery,54
2023-05-10,24.7,0.0,35.1,15.2,1015.5,10.9,cloudy,moderate,none,dry,38
2023-05-11,20.0,0.0,42.9,3.2,1006.8,6.3,sunny,mild,none,dry,37
2023-05-12,22.5,6.0,80.0,4.4,1013.5,12.8,rain,moderate,delay,wet,49
2023-05-13,18.3,0.0,33.9,6.1,1013.1,14.8,sunny,mild,none,dry,25
2023-05-14,20.2,3.5,88.7,6.0,1013.9,8.8,rain,mild,none,wet,33
2023-05-15,20.0,1.8,79.2,6.3,1008.8,5.8,rain,mild,none,wet,50
2023-05-16,14.3,0.0,64.1,15.4,1010.4,9.7,sunny,moderate,delay,dry,59
2023-05-17,19.1,0.0,36.9,5.0,1008.8,6.9,fog,mild,none,slippery,57
2023-05-18,24.3,0.0,49.5,11.2,1017.0,11.7,sunny,mild,none,dry,48
2023-05-19,20.4,4.9,79.4,15.1,975.6,8.4,storm,moderate,none,flooded,53
2023-05-20,17.1,0.0,61.2,1.8,1012.1,7.9,fog,mild,none,slippery,25
2023-05-21,19.6,4.2,99.9,5.9,1006.9,9.2,rain,moderate,none,wet,32
2023-05-22,23.2,0.0,65.5,2.6,1003.2,9.3,sunny,mild,none,dry,58
2023-05-23,19.3,0.0,30.8,5.7,1009.1,12.6,sunny,mild,none,dry,43
2023-05-24,16.8,1.4,95.3,5.4,1009.8,9.2,rain,mild,none,wet,46
2023-05-25,16.2,0.0,45.8,4.8,1017.4,9.4,cloudy,mild,delay,dry,56
2023-05-26,14.0,0.0,31.5,9.5,1008.0,9.7,cloudy,mild,none,dry,60
2023-05-27,21.4,0.0,50.7,1.8,1012.3,8.0,cloudy,mild,none,dry,16
2023-05-28,16.0,0.0,44.0,4.2,1016.5,12.0,sunny,mild,none,dry,21
2023-05-29,21.7,0.0,30.8,3.9,1015.0,7.7,cloudy,mild,none,dry,43
2023-05-30,19.9,0.0,31.7,6.1,1016.1,14.4,cloudy,mild,none,dry,53
2023-05-31,23.1,2.0,88.4,5.3,1003.6,8.3,rain,mild,none,wet,53
2023-06-01,16.7,0.0,63.9,9.8,1009.2,10.8,cloudy,mild,none,dry,58
2023-06-02,14.2,0.0,69.4,6.2,1012.5,9.7,cloudy,mild,none,dry,43
2023-06-03,16.8,0.0,51.7,8.0,1011.2,17.8,sunny,mild,none,dry,33
2023-06-04,15.0,0.0,30.4,5.5,1012.4,12.5,fog,mild,none,slippery,28
2023-06-05,13.8,5.6,93.5,4.6,1017.2,6.8,rain,moderate,delay,wet,47
2023-06-06,16.4,1.6,87.8,10.3,999.5,4.9,rain,mild,none,wet,47
2023-06-07,10.9,12.9,86.8,6.5,1008.5,9.7,rain,moderate,delay,wet,57
2023-06-08,19.5,0.0,33.1,5.8,1009.1,8.6,cloudy,mild,none,dry,56
2023-06-09,14.4,0.0,33.5,5.3,1005.6,11.4,cloudy,mild,delay,dry,63
2023-06-10,11.3,0.0,61.4,7.0,1008.9,7.1,cloudy,mild,none,dry,31
2023-06-11,15.6,0.5,77.8,11.8,1015.2,9.1,rain,mild,none,wet,24
2023-06-12,11.6,0.0,59.1,2.0,1009.7,1.4,cloudy,mild,none,dry,42
2023-06-13,14.2,4.3,78.5,1.7,1010.6,5.2,rain,moderate,delay,wet,44
2023-06-14,12.0,0.0,61.1,5.4,1009.9,7.8,sunny,mild,none,dry,61
2023-06-15,8.9,0.0,30.9,10.6,1004.9,10.7,cloudy,mild,delay,dry,35
2023-06-16,14.2,1.2,99.2,5.5,1012.8,4.5,rain,mild,none,wet,41
2023-06-17,17.2,6.7,91.7,9.8,1023.3,7.2,rain,moderate,delay,wet,21
2023-06-18,12.4,0.0,67.8,3.0,1012.2,12.7,sunny,mild,none,dry,32
2023-06-19,12.7,8.3,76.0,8.7,1006.5,4.3,rain,moderate,none,wet,56
2023-06-20,12.1,3.2,84.9,6.2,1006.3,9.3,rain,mild,none,wet,47
2023-06-21,10.4,0.0,50.9,3.3,1014.6,8.0,cloudy,mild,none,dry,57
2023-06-22,8.8,0.0,61.7,7.6,1010.6,12.5,fog,mild,none,slippery,43
2023-06-23,10.9,0.0,36.1,7.2,1020.3,6.8,sunny,mild,none,dry,57
2023-06-24,12.7,0.0,55.4,7.3,1009.8,6.4,sunny,mild,none,dry,30
2023-06-25,10.9,0.0,59.3,2.0,1011.7,9.1,cloudy,mild,none,dry,33
2023-06-26,10.9,0.0,49.8,4.7,1016.5,8.5,sunny,mild,none,dry,58
2023-06-27,14.1,1.9,88.6,20.5,979.9,12.0,storm,moderate,delay,flooded,40
2023-06-28,9.6,2.4,89.3,4.0,1012.6,9.2,rain,mild,none,wet,43
2023-06-29,16.5,5.6,97.2,3.8,1013.3,9.2,rain,moderate,none,wet,49
2023-06-30,16.1,0.0,45.2,6.2,1007.3,9.7,cloudy,mild,delay,dry,45
2023-07-01,12.3,5.2,91.8,12.7,1014.4,5.8,rain,moderate,none,wet,37
2023-07-02,7.1,0.0,30.5,3.7,1010.5,4.3,cloudy,mild,none,dry,27
2023-07-03,8.7,4.6,75.6,10.4,1014.5,7.4,rain,moderate,delay,wet,50
2023-07-04,8.8,0.0,34.6,6.7,1014.9,11.5,cloudy,mild,none,dry,50
2023-07-05,10.6,8.3,88.2,5.4,1016.1,11.1,rain,moderate,delay,wet,44
2023-07-06,15.4,2.9,92.3,6.7,1021.5,8.9,rain,mild,none,wet,45
2023-07-07,7.9,0.0,54.4,3.3,999.7,7.3,cloudy,mild,none,dry,31
2023-07-08,6.3,4.7,81.9,11.5,1023.7,8.3,rain,moderate,none,wet,27
2023-07-09,5.8,0.0,58.1,5.8,1006.5,5.5,sunny,mild,none,dry,39
2023-07-10,10.6,0.0,62.8,12.3,1007.3,10.4,cloudy,moderate,none,dry,47
2023-07-11,5.7,9.0,80.6,5.8,987.5,6.0,storm,moderate,delay,flooded,47
2023-07-12,8.6,3.9,73.6,7.9,1013.8,4.6,rain,mild,none,wet,48
2023-07-13,7.4,0.0,31.7,6.5,1010.8,6.9,sunny,mild,none,dry,53
2023-07-14,12.3,0.0,42.3,4.0,1006.3,9.2,cloudy,mild,none,dry,49
2023-07-15,10.8,0.0,54.0,4.8,1015.2,13.4,sunny,mild,none,dry,29
2023-07-16,3.4,0.0,55.8,1.1,1007.8,5.8,sunny,mild,none,dry,27
2023-07-17,9.7,0.0,38.7,4.7,1009.9,10.8,cloudy,mild,none,dry,50
2023-07-18,5.5,0.0,31.2,1.4,1012.0,6.7,sunny,mild,none,dry,49
2023-07-19,4.5,0.0,68.2,2.5,1013.5,9.0,cloudy,mild,none,dry,68
2023-07-20,1.7,3.7,92.9,6.2,1008.9,11.8,rain,mild,none,wet,45
2023-07-21,-0.9,5.7,83.3,2.7,1009.0,14.2,rain,moderate,delay,wet,53
2023-07-22,3.5,0.0,49.0,1.4,1003.6,5.4,fog,mild,delay,slippery,34
2023-07-23,5.3,0.0,61.6,2.6,1011.3,9.0,sunny,mild,none,dry,41
2023-07-24,4.3,0.0,53.5,9.9,1012.0,5.7,sunny,mild,none,dry,48
2023-07-25,1.6,0.0,64.6,6.5,1009.7,10.9,cloudy,mild,none,dry,51
2023-07-26,3.3,7.2,71.9,29.9,989.3,9.4,storm,severe,cancellation,flooded,54
2023-07-27,2.4,0.0,62.2,4.7,1006.3,7.3,fog,mild,none,slippery,58
2023-07-28,1.3,4.8,93.1,8.3,1013.6,11.1,rain,moderate,delay,wet,52
2023-07-29,5.3,0.0,46.3,2.0,1006.6,9.6,sunny,mild,none,dry,30
2023-07-30,4.9,6.4,82.1,1.9,1005.0,4.5,rain,moderate,none,wet,28
2023-07-31,4.6,1.0,80.7,6.7,1005.7,10.5,rain,mild,none,wet,50
2023-08-01,0.5,0.0,39.7,7.5,1010.9,12.5,cloudy,mild,none,dry,50
2023-08-02,3.9,0.0,49.9,3.9,1006.5,8.8,cloudy,mild,none,dry,55
2023-08-03,1.1,3.8,77.4,0.4,1005.7,11.5,rain,mild,none,wet,47
2023-08-04,4.9,0.0,47.4,10.4,1006.7,9.3,fog,mild,none,slippery,54
2023-08-05,3.9,4.9,92.8,12.9,1005.9,7.8,rain,moderate,none,wet,22
2023-08-06,2.0,0.0,44.4,1.6,1010.0,11.8,sunny,mild,none,dry,25
2023-08-07,-0.2,8.7,76.4,27.6,988.1,12.0,storm,severe,cancellation,flooded,44
2023-08-08,-1.3,0.0,59.5,7.2,1007.9,13.2,sunny,mild,none,dry,45
2023-08-09,-3.3,0.6,81.4,2.4,990.6,9.0,storm,mild,none,flooded,48
2023-08-10,-2.4,0.0,48.6,0.7,1010.1,11.6,cloudy,mild,none,dry,56
2023-08-11,-0.3,0.0,30.7,3.9,1011.0,12.9,cloudy,mild,none,dry,47
2023-08-12,-2.1,5.4,79.1,5.0,1013.4,7.0,rain,moderate,delay,wet,30
2023-08-13,-5.0,0.0,61.4,11.8,1010.1,10.7,fog,mild,none,slippery,28
2023-08-14,3.6,5.0,94.3,8.0,983.5,12.2,storm,moderate,delay,flooded,45
2023-08-15,-1.2,0.0,58.3,10.4,1000.8,6.7,fog,mild,none,slippery,44
2023-08-16,-1.1,0.0,41.0,2.0,1009.1,14.1,cloudy,mild,none,dry,33
2023-08-17,0.6,0.0,68.4,3.7,1011.9,10.1,sunny,mild,none,dry,52
2023-08-18,0.1,0.0,37.6,14.0,1012.1,10.1,cloudy,moderate,none,dry,49
2023-08-19,-4.0,4.7,85.0,8.5,1013.1,7.0,rain,moderate,none,wet,32
2023-08-20,-2.7,4.1,84.4,1.2,1006.0,9.0,rain,moderate,none,wet,28
2023-08-21,-5.5,0.0,66.7,8.3,1002.0,10.3,sunny,mild,none,dry,44
2023-08-22,0.1,1.8,85.2,2.3,1007.0,7.9,rain,mild,delay,wet,52
2023-08-23,0.3,0.0,60.4,6.0,1005.5,6.0,cloudy,mild,delay,dry,60
2023-08-24,-3.0,0.0,53.6,3.3,992.6,8.3,cloudy,mild,none,dry,37
2023-08-25,-5.2,0.0,46.4,5.9,1012.2,11.2,sunny,mild,none,dry,56
2023-08-26,-7.6,4.2,73.8,1.4,1013.5,1.0,rain,moderate,none,wet,27
2023-08-27,-0.4,1.2,82.7,27.5,984.7,5.8,storm,severe,cancellation,flooded,36
2023-08-28,-4.3,8.5,72.4,7.3,1019.0,6.9,rain,moderate,none,wet,56
2023-08-29,-7.4,0.0,60.4,7.8,1014.0,10.1,cloudy,mild,none,dry,63
2023-08-30,-5.7,0.0,48.5,7.8,1011.2,11.5,cloudy,mild,none,dry,45
2023-08-31,-1.6,5.8,98.4,6.4,998.0,6.9,rain,moderate,none,wet,56
2023-09-01,-7.6,2.5,86.4,26.1,999.1,8.9,storm,severe,cancellation,flooded,42
2023-09-02,-6.2,0.0,36.3,9.9,1008.6,6.6,cloudy,mild,none,dry,35
2023-09-03,-6.4,0.0,63.3,6.4,1008.2,10.4,cloudy,mild,none,dry,27
2023-09-04,0.2,0.0,32.7,5.0,1005.7,7.9,sunny,mild,none,dry,46
2023-09-05,-0.8,8.4,82.6,3.3,1015.7,4.6,rain,moderate,none,wet,45
2023-09-06,-2.9,0.0,50.7,1.9,1008.8,7.2,cloudy,mild,none,dry,48
2023-09-07,-4.0,0.8,89.7,4.1,1010.4,10.8,rain,mild,none,wet,46
2023-09-08,0.6,0.0,30.6,3.9,1016.2,13.6,cloudy,mild,none,dry,45
2023-09-09,-0.9,0.0,34.2,12.0,1012.8,11.0,sunny,mild,none,dry,33
2023-09-10,-3.9,0.0,48.0,3.8,1008.7,9.7,cloudy,mild,none,dry,22
2023-09-11,-2.6,0.0,59.9,2.2,1009.3,12.5,sunny,mild,none,dry,55
2023-09-12,0.5,0.0,58.6,3.7,1016.5,11.1,sunny,mild,none,dry,43
2023-09-13,-2.6,10.0,72.4,21.1,988.5,6.5,storm,moderate,delay,flooded,51
2023-09-14,-3.0,0.0,59.5,8.2,1006.2,10.1,sunny,mild,delay,dry,52
2023-09-15,-3.5,5.6,88.9,5.4,1014.2,4.2,rain,moderate,delay,wet,49
2023-09-16,-6.0,0.0,42.0,1.0,1001.1,7.9,sunny,mild,delay,dry,22
2023-09-17,-4.6,0.0,40.4,7.2,1008.6,9.2,sunny,mild,none,dry,36
2023-09-18,-7.9,1.6,80.7,6.1,1015.2,7.8,rain,mild,none,wet,46
2023-09-19,-8.1,0.0,67.6,5.9,1003.2,13.2,cloudy,mild,none,dry,59
2023-09-20,-11.2,0.0,59.9,9.8,1020.3,6.6,sunny,mild,none,dry,42
2023-09-21,-1.9,6.3,72.5,8.4,988.6,8.1,storm,moderate,none,flooded,39
2023-09-22,-9.1,0.0,45.6,1.7,1013.0,7.8,fog,mild,none,slippery,51
2023-09-23,-7.0,0.0,57.9,6.2,1005.7,11.6,cloudy,mild,none,dry,37
2023-09-24,-4.1,0.0,43.5,2.5,1005.4,11.3,sunny,mild,none,dry,38
2023-09-25,-7.3,0.0,30.7,5.2,1023.1,6.7,cloudy,mild,none,dry,44
2023-09-26,-1.2,0.0,63.7,9.2,1010.7,3.7,cloudy,mild,none,dry,43
2023-09-27,-5.5,0.0,33.0,5.5,1016.2,8.6,fog,mild,none,slippery,37
2023-09-28,-6.8,3.9,83.0,8.9,1004.6,6.0,rain,mild,none,wet,47
2023-09-29,-2.3,7.8,76.5,0.6,1009.0,12.4,rain,moderate,none,wet,57
2023-09-30,-0.8,0.0,62.1,8.3,1012.1,6.6,cloudy,mild,none,dry,34
2023-10-01,-4.8,4.3,89.6,6.7,1011.1,8.4,rain,moderate,delay,wet,23
2023-10-02,-2.2,0.0,38.1,3.9,1004.6,7.6,sunny,mild,none,dry,61
2023-10-03,-7.7,9.0,93.9,20.8,994.6,2.2,storm,moderate,none,flooded,64
2023-10-04,-3.2,1.4,77.9,6.7,1015.2,10.9,rain,mild,none,wet,56
2023-10-05,-8.0,0.4,71.0,3.8,1008.3,11.3,rain,mild,none,wet,46
2023-10-06,-2.9,0.0,63.0,16.5,1008.5,8.6,cloudy,moderate,none,dry,46
2023-10-07,-3.0,0.0,69.9,9.8,1004.9,9.3,sunny,mild,none,dry,35
2023-10-08,-3.0,8.1,95.1,1.4,1015.4,12.0,rain,moderate,delay,wet,37
2023-10-09,0.5,0.0,39.2,4.9,1007.5,12.1,fog,mild,none,slippery,50
2023-10-10,-4.3,0.0,56.0,13.9,1013.1,12.7,cloudy,moderate,none,dry,49
2023-10-11,-3.1,0.0,50.0,3.0,1009.2,13.3,cloudy,mild,none,dry,42
2023-10-12,-1.5,0.0,58.2,3.1,1019.9,8.4,cloudy,mild,none,dry,52
2023-10-13,-7.6,0.0,36.1,5.0,1025.3,5.0,fog,mild,none,slippery,52
2023-10-14,-3.0,1.7,96.5,29.2,989.3,5.8,storm,severe,cancellation,flooded,38
2023-10-15,-2.7,0.0,62.1,4.1,1011.3,12.5,fog,mild,none,slippery,36
2023-10-16,-5.1,1.8,76.9,9.7,981.4,8.4,storm,mild,none,flooded,42
2023-10-17,-9.5,0.0,43.1,8.9,1007.7,7.0,sunny,mild,none,dry,47
2023-10-18,-6.6,2.4,74.6,9.9,1011.7,8.7,rain,mild,none,wet,51
2023-10-19,-6.8,1.1,84.6,4.0,1010.1,9.2,rain,mild,none,wet,57
2023-10-20,-6.7,0.0,59.0,5.5,1019.2,12.4,cloudy,mild,none,dry,46
2023-10-21,-7.7,0.0,59.7,5.7,1007.5,1.0,cloudy,mild,none,dry,37
2023-10-22,-8.4,2.2,75.3,12.2,1011.7,14.6,rain,moderate,delay,wet,32
2023-10-23,1.0,0.0,56.5,4.8,1011.1,6.7,sunny,mild,none,dry,44
2023-10-24,-2.7,0.0,52.9,13.1,1009.0,8.9,cloudy,moderate,none,dry,38
2023-10-25,-6.7,0.0,37.0,8.8,1004.5,12.0,sunny,mild,none,dry,44
